"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/2/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Ambiente/0/A la moda","additionalInfo/Ambiente/1/Agradable","additionalInfo/Ambiente/2/Informal","additionalInfo/Ambiente/3/Relajado","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Estacionamiento/0/Estacionamiento en el lugar","additionalInfo/Estacionamiento/0/Estacionamiento gratuito","additionalInfo/Estacionamiento/0/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/0/Estacionamiento pagado","additionalInfo/Estacionamiento/1/Estacionamiento gratuito","additionalInfo/Estacionamiento/1/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/2/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/2/Garage de stacionamiento gratuito","additionalInfo/Estacionamiento/3/Garage de stacionamiento gratuito","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Opciones de servicio/0/Citas en línea","additionalInfo/Opciones de servicio/0/Compras en tienda","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Para llevar","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/0/Servicios en el lugar","additionalInfo/Opciones de servicio/1/Citas en línea","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/1/Servicios en el lugar","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Consumo en el lugar","additionalInfo/Opciones de servicio/2/Entrega a domicilio","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Para llevar","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/3/Para llevar","additionalInfo/Opciones de servicio/4/Consumo en el lugar","additionalInfo/Opciones del local/0/Desayunos","additionalInfo/Opciones del local/0/Servicio a la mesa","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Solo dinero en efectivo","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Solo dinero en efectivo","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Grupos","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Café","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Comida preparada","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/0/Servicios de reparación","additionalInfo/Qué ofrece/1/Gasolinera con servicio completo","additionalInfo/Qué ofrece/1/Servicios de reparación","additionalInfo/Qué ofrece/2/Intercambio de tanques de propano","additionalInfo/Qué ofrece/3/Lavadero de autos","additionalInfo/Reciclaje/0/Baterías","additionalInfo/Reciclaje/0/Dispositivos electrónicos","additionalInfo/Reciclaje/1/Bombillas","additionalInfo/Reciclaje/2/Dispositivos electrónicos","additionalInfo/Servicios/0/Minimercado","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Sanitario","additionalInfo/Servicios/1/Sanitarios unisex","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","additionalOpeningHours/Horario de atención en línea/0/day","additionalOpeningHours/Horario de atención en línea/0/hours","additionalOpeningHours/Horario de atención en línea/1/day","additionalOpeningHours/Horario de atención en línea/1/hours","additionalOpeningHours/Horario de atención en línea/2/day","additionalOpeningHours/Horario de atención en línea/2/hours","additionalOpeningHours/Horario de atención en línea/3/day","additionalOpeningHours/Horario de atención en línea/3/hours","additionalOpeningHours/Horario de atención en línea/4/day","additionalOpeningHours/Horario de atención en línea/4/hours","additionalOpeningHours/Horario de atención en línea/5/day","additionalOpeningHours/Horario de atención en línea/5/hours","additionalOpeningHours/Horario de atención en línea/6/day","additionalOpeningHours/Horario de atención en línea/6/hours","additionalOpeningHours/Para llevar/0/day","additionalOpeningHours/Para llevar/0/hours","additionalOpeningHours/Para llevar/1/day","additionalOpeningHours/Para llevar/1/hours","additionalOpeningHours/Para llevar/2/day","additionalOpeningHours/Para llevar/2/hours","additionalOpeningHours/Para llevar/3/day","additionalOpeningHours/Para llevar/3/hours","additionalOpeningHours/Para llevar/4/day","additionalOpeningHours/Para llevar/4/hours","additionalOpeningHours/Para llevar/5/day","additionalOpeningHours/Para llevar/5/hours","additionalOpeningHours/Para llevar/6/day","additionalOpeningHours/Para llevar/6/hours","additionalOpeningHours/Retiro/0/day","additionalOpeningHours/Retiro/0/hours","additionalOpeningHours/Retiro/1/day","additionalOpeningHours/Retiro/1/hours","additionalOpeningHours/Retiro/2/day","additionalOpeningHours/Retiro/2/hours","additionalOpeningHours/Retiro/3/day","additionalOpeningHours/Retiro/3/hours","additionalOpeningHours/Retiro/4/day","additionalOpeningHours/Retiro/4/hours","additionalOpeningHours/Retiro/5/day","additionalOpeningHours/Retiro/5/hours","additionalOpeningHours/Retiro/6/day","additionalOpeningHours/Retiro/6/hours","address","categories/0","categories/1","categories/2","categories/3","categoryName","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","emails/2","emails/3","facebooks/0","facebooks/1","facebooks/2","fid","googleFoodUrl","imageUrl","imagesCount","instagrams/0","instagrams/1","instagrams/2","isAdvertisement","kgmid","language","leadsEnrichment","linkedIns/0","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","phonesUncertain/13","phonesUncertain/14","phonesUncertain/15","phonesUncertain/16","phonesUncertain/17","phonesUncertain/18","phonesUncertain/19","phonesUncertain/20","phonesUncertain/21","phonesUncertain/22","phonesUncertain/23","phonesUncertain/24","phonesUncertain/25","phonesUncertain/26","phonesUncertain/27","phonesUncertain/28","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","tiktoks/0","title","totalScore","twitters/0","twitters/1","url","website","youtubes/0","youtubes/1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BMW, Rondeau 2019, B7203 Rauch, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","10411468049786228213","Rauch","true","AR",,,,,,,,,,"0x959727147c70aeaf:0x907cf70769d64df5",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1TSMmFJn5-zWEKc_FbBmSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.32281&pitch=0&thumbfov=100","1",,,,"false","/g/11hyl505pp","es-419",,,"-36.7736494","-59.0776384",,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJr65wfBQnl5UR9U3WaQf3fJA","B7203",,"20",,"3",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","BMW, Rondeau 2019","false",,"Dualde Automotores","3.7",,,"https://www.google.com/maps/search/?api=1&query=Dualde%20Automotores&query_place_id=ChIJr65wfBQnl5UR9U3WaQf3fJA",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 326, B7203 BPQ, Provincia de Buenos Aires, Argentina","Tienda de artículos para el hogar",,,,"Tienda de artículos para el hogar","11625037200164116363","BPQ","true","AR",,,,,,,,,,"0x9597276889f6df0d:0xa1546dbdd07bd78b",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UgRNMkENbZ_zaDHZeOZDPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.65396&pitch=0&thumbfov=100","1",,,,"false","/g/11g9dnyx2_","es-419",,,"-36.7772125","-59.0915838",,"miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJDd_2iWgnl5URi9d70L1tVKE","B7203",,"19",,"3",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","Av. San Martín 326","false",,"Kiosco Lo Del Negro","4.7",,,"https://www.google.com/maps/search/?api=1&query=Kiosco%20Lo%20Del%20Negro&query_place_id=ChIJDd_2iWgnl5URi9d70L1tVKE",,,
,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,"true","true",,,,"true","true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alem 590 598, B7203 Rauch, Provincia de Buenos Aires, Argentina","Supermercado",,,,"Supermercado","8190720705356423794","Rauch","false","AR",,,,,,,,,,"0x9597275b95ab3383:0x71ab4915d134e272",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqujTlrMmagJHGDrI-dwy6QSy_KNEsvkwh_LElseIOyfjWLpZm10CKKMCOuhRfJQyZEzkmcdL4AIOeFXROy1aY1tCH6xwvpX8h3lllW8uO1J8K_g7_vpJzZd5HayjT_DJVSTnFgnQ=w408-h725-k-no","32",,,,"false","/g/11c76lx_wp","es-419",,,"-36.7702456","-59.0968306",,"miércoles","8:30 AM to 10 PM","jueves","8:30 AM to 10:30 PM","viernes","8:30 AM to 10 PM","sábado","8:30 AM to 10 PM","domingo","8:30 AM to 2 PM, 5:30 to 10 PM","lunes","8:30 AM to 10 PM","martes","8:30 AM to 10 PM","false","+54 249 450-0355","+542494500355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJgzOrlVsnl5URcuI00RVJq3E","B7203",,"18",,"29",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","Alem 590 598","false",,"Autoservicio La Suerte","4.4",,,"https://www.google.com/maps/search/?api=1&query=Autoservicio%20La%20Suerte&query_place_id=ChIJgzOrlVsnl5URcuI00RVJq3E",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quintana 67, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de aves de corral",,,,"Tienda de aves de corral","612492736980518251","Rauch","true","AR",,,,,,,,,,"0x959727976371504d:0x88002e62f3b056b",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBjSDdRbOTK-8uxR81EqGRuePd7_OEltdpHaEzgVpPR2MTK2rQ0oEAV8fEeHBaGXMv2MOOvN3KopayRn7aI7Wj_M5lCesg6K3ui9TA6rSEFXODucnEXJZrjsDrNNYOCb46V3iM=w408-h243-k-no","8",,,,"false","/g/11l443t7lb","es-419",,,"-36.769961","-59.0845317",,"miércoles","9 AM to 1 PM, 5:30 to 10 PM","jueves","9 AM to 1 PM, 5:30 to 10 PM","viernes","9 AM to 1 PM, 5:30 to 10 PM","sábado","9 AM to 1 PM, 5:30 to 10 PM","domingo","9 AM to 1 PM, 5:30 to 10 PM","lunes","9 AM to 1 PM, 5:30 to 10 PM","martes","9 AM to 1 PM, 5:30 to 10 PM","false","+54 249 420-7828","+542494207828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJTVBxY5cnl5URawU7L-YCgAg","B7203",,"17",,"1",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","Quintana 67","false",,"Pollería & despensa Arcoiris","5",,,"https://www.google.com/maps/search/?api=1&query=Poller%C3%ADa%20%26%20despensa%20Arcoiris&query_place_id=ChIJTVBxY5cnl5URawU7L-YCgAg",,,
,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B7203BEI BEI Rauch Buenos Aires AR, Olavarría 401-499, B7203, Argentina","Supermercado",,,,"Supermercado","5579689230921442139","Rauch","true","AR",,,,,,,,,,"0x9597276c9f550cc5:0x4d6f09cb0625235b",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npcbS6E6hcUIG_c-iJU1mmj0Uysm2MEGajTFswdo3fj7xlzoFKOnD5lLqWId0lGhkjnAsrvUzaK46Mae09LicZPNWNRIY_6IHKNAVJ9PlGF6hJjkYxhJ21GPihNYVrMU3KYycxb=w408-h544-k-no","21",,,,"false","/g/11c56b3xqm","es-419",,,"-36.7772782","-59.082597",,"miércoles","7:30 AM to 12:30 PM, 4 to 8:30 PM","jueves","7:30 AM to 12:30 PM, 4 to 8:30 PM","viernes","7:30 AM to 12:30 PM, 4 to 8:30 PM","sábado","7:30 AM to 12:30 PM, 4 to 8:30 PM","domingo","Cerrado","lunes","7:30 AM to 12:30 PM, 4 to 8:30 PM","martes","7:30 AM to 12:30 PM, 4 to 8:30 PM","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJxQxVn2wnl5URWyMlBssJb00","B7203",,"16",,"55",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","B7203BEI BEI Rauch Buenos Aires AR, Olavarría 401-499","false",,"Mercado Guillenea","4",,,"https://www.google.com/maps/search/?api=1&query=Mercado%20Guillenea&query_place_id=ChIJxQxVn2wnl5URWyMlBssJb00",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alem 590, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda general",,,,"Tienda general","15993478119171813721","Rauch","true","AR",,,,,,,,,,"0x9597273913d7d6bd:0xddf43f9cc037f159",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5dySC_DI-_xncI6w9qT3dTf87_rUIhSA-UtqOsqZb-pos7huQGQvaPziYqrJWmH_CJFduoi2TgvkQMaBF2ZUJTfpMNPqca1SpO0gUul5zmFd_LSq7TwQ513ojkVMhSADSFlqK=w426-h240-k-no","10",,,,"false","/g/11vdbh1gvw","es-419",,,"-36.7699042","-59.0975225",,"miércoles","10 AM to 10 PM","jueves","10 AM to 10 PM","viernes","10 AM to 10 PM","sábado","10 AM to 10 PM","domingo","10 AM to 10 PM","lunes","10 AM to 10 PM","martes","10 AM to 10 PM","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJvdbXEzknl5URWfE3wJw_9N0","B7203",,"15",,"0",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","Alem 590","false",,"Minimercado Tu Ahorro",,,,"https://www.google.com/maps/search/?api=1&query=Minimercado%20Tu%20Ahorro&query_place_id=ChIJvdbXEzknl5URWfE3wJw_9N0",,,
,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pellegrini 99 51, B7203BHA, B7203BHA Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","6146779261019747330","Rauch","true","AR",,,,,,,,,,"0x959727418f65b945:0x554dbf2bbdd1f402",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-FACviX1hDvnMrnwzqGc2bQaQfufYWtkcJ0rd338COvoNBGkoHL-yS92eAbc0w1nUOsPeBvD7QQTU5vBsTd0laU8eBNIC3CnOsM6D4pLFJIFJVfnffn2-G0cDn-G8fRrGi5g=w408-h544-k-no","2",,,,"false","/g/11hd1n114g","es-419",,,"-36.7713151","-59.0865023",,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJRbllj0Enl5URAvTRvSu_TVU","B7203",,"14",,"10",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","Pellegrini 99 51, B7203BHA","false",,"Almacén El Paisa","4.3",,,"https://www.google.com/maps/search/?api=1&query=Almac%C3%A9n%20El%20Paisa&query_place_id=ChIJRbllj0Enl5URAvTRvSu_TVU",,,
,,"false",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true","true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Yrigoyen 376, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","4654753519795406308","Rauch","true","AR",,,,,,,,,,"0x9597275de0bd0c5d:0x409901aa106785e4",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_4yXjmdPoH1ci3-6UkNxOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.722263&pitch=0&thumbfov=100","1",,,,"false","/g/11bbrrs_j3","es-419",,,"-36.7753325","-59.0979019",,,,,,,,,,,,,,,,"false","+54 2297 44-3535","+542297443535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJXQy94F0nl5UR5IVnEKoBmUA",,,"13",,"15",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","Av. Yrigoyen 376","false",,"Minimercado C Y G","4.5",,,"https://www.google.com/maps/search/?api=1&query=Minimercado%20C%20Y%20G&query_place_id=ChIJXQy94F0nl5UR5IVnEKoBmUA",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brandsen 1792, B7203 Rauch, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","14377774536431740897","Rauch","true","AR",,,,,,,,,,"0x959727001d4ec9a1:0xc7881dc3a0aba7e1",,,,,,,"false","/g/11yd5lh1zq","es-419",,,"-36.7717438","-59.0897408",,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJoclOHQAnl5UR4aeroMMdiMc","B7203",,"12",,"0",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","Brandsen 1792","false",,"Primera parada",,,,"https://www.google.com/maps/search/?api=1&query=Primera%20parada&query_place_id=ChIJoclOHQAnl5UR4aeroMMdiMc",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 439, B7203 Rauch, Provincia de Buenos Aires, Argentina",,,,,,"15104750519969108217","Rauch","true","AR",,,,,,,,,,"0x95972768451388ad:0xd19eda91cba7d0f9",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e9QkvY4OU-M59CMW-K-Wuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.912&pitch=0&thumbfov=100","1",,,,"false","/g/11wg9h8vcl","es-419",,,"-36.776132","-59.0906475",,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJrYgTRWgnl5UR-dCny5HantE","B7203",,"11",,"0",,,,,,"2025-07-30T15:08:33.085Z","https://www.google.com/maps/search/Comercio/@-36.74721053909538,-59.0866666,15z?hl=es-419","Comercio","Provincia de Buenos Aires","Av. San Martín 439","false",,"Club Comercio Rauch",,,,"https://www.google.com/maps/search/?api=1&query=Club%20Comercio%20Rauch&query_place_id=ChIJrYgTRWgnl5UR-dCny5HantE",,,
